X,Y,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,PANTHERID2,MORTID,AGE_UNITS,COUNTY,last_edited_date
656067.548500001,308978.6655,429,UCFP191,Male,2.5,"SR 80, just E of Labelle",Vehicular trauma,2013,2013/03/16 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
667879.372900002,271429.3103,430,UCFP192,Female,10,"CR 846, 2.3 miles W of County Line Road",Vehicular trauma,2013,2013/04/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
696609.761999998,461442.4045,431,UCFP193,Male,3,"US 192, E of Triple N WMA",Vehicular trauma,2013,2013/05/31 00:00:00+00, ,,Years,Osceola,2025/08/22 19:21:02+00
622091.400899999,298953.7001,432,UCFP194,Male,2.5,"Orange River Road, 1.2km E of Staley Rd, Buckingham",Vehicular trauma,2013,2013/06/29 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
679422.7962,272468.2009,433,UCFP195,Male,2.5,"CR 846, 7.9km E of County Line Rd",Vehicular trauma,2013,2013/07/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
639273.322700001,240857.8515,434,UCFP196,Male,2.5,"I-75, 96.5mm",Vehicular trauma,2013,2013/07/16 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
694450.092599999,209653.4277,435,UCFP197,Female,16,"US41, 2.4km west of Oasis",Vehicular trauma,2013,2013/08/07 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
644014.824099999,241165.6123,436,UCFP198,Female,3,"I-75, 93 MM on Miller Canal Bridge",Vehicular trauma,2013,2013/08/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
630944.598299999,235067.2347,437,UCFP199,Male,4,"CR951,  Collier County",Vehicular trauma,2013,2013/09/20 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
620129.935899999,286473.8767,438,UCFP200,Male,2.5,Treeline Ave. N of Daniels Pkwy.,Vehicular trauma,2013,2013/11/12 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
647098.765799999,241239.002,439,UCFP201,Male,1,Northbound I75 west of FakaUnion MM92,Vehicular trauma,2013,2013/12/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664300.393300001,252403.6237,440,UCFP202,Unknown,9,FL Panther National Wildlife Refuge,Intraspecific aggression,2013,2013/12/11 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
625070.026900001,252784.9806,441,UCFP203,Male,2.5,I-75 near MM 111,Vehicular trauma,2014,2014/01/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664624.3237,264323.8451,442,UCFP204,Male,1.5,"SR 29, Owl Hammock Curve",Vehicular trauma,2014,2014/01/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
642741.494800001,302922.8723,443,UCFP206,Male,3,"SR80, Lee/Hendry Co line",Vehicular trauma,2014,2014/03/01 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
686468.599399999,276048.9607,444,UCFP207,Male,1.5,CR 833,Vehicular trauma,2014,2014/03/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
680514.2938,223297.1166,445,UCFP208,Unknown,2,"Concho Billy Trail, SBCNP",Predation,2014,2014/03/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
685534.229699999,292270.093,446,UCFP209,Male,4,"CR 833, just S of CR 832",Vehicular trauma,2014,2014/04/03 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
668387.151500002,271537.8595,447,UCFP210,Male,2.5,"CR 846, 6 miles E of Immokalee",Vehicular trauma,2014,2014/04/08 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
637712.189399999,231546.5557,448,UCFP211,Male,9,"Belle Meade, PSSF",Unknown,2014,2014/04/11 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
657048.2082,376019.3151,449,UCFP212,Male,4.5,"US27, north of Lake Placid",Vehicular trauma,2014,2014/04/14 00:00:00+00, ,,Years,Highlands,2025/08/22 19:21:02+00
619494.412999999,287732.7495,450,UCFP213,Female,3,I-75 near MM 134,Vehicular trauma,2014,2014/05/01 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
659219.320500001,257223.7716,451,UCFP214,Male,14,"Oil Well Rd, east of Pacific Grade",Vehicular trauma,2014,2014/05/16 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
642562.688900001,275380.1679,452,UCFP216,Female,1,"Corkscrew Rd, near CREW gate 5",Vehicular trauma,2014,2014/06/25 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
685201.502,300539.661,453,UCFP217,Female,2,CR833,Vehicular trauma,2014,2014/08/06 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
633990.1785,254348.044,454,UCFP218,Female,4,Immokalee Rd/Wildwood Blvd (Bonita Bay Club East),Vehicular trauma,2014,2014/08/24 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
634025.084399998,254308.7885,455,UCFP219,Male,4,Immokalee Rd/Krape Rd,Vehicular trauma,2014,2014/08/24 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
698056.245299999,263768.9609,456,UCFP220,Female,3.5,"CR833, N of BCSIR",Vehicular trauma,2013,2013/09/02 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
705757.260400001,412539.4175,457,UCFP222,Male,3,"Florida's Turnpike, MM 192, Yeehaw Junction",Vehicular trauma,2014,2014/10/20 00:00:00+00, ,,Years,Osceola,2025/08/22 19:21:02+00
671642.520799998,270336.5493,458,UCFP223,Female,3.5,"County Line Road, just south of CR846",Vehicular trauma,2014,2014/11/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639949.367800001,249621.9823,459,UCFP224,Male,6,Golden Gate Blvd/6th St NE,Vehicular trauma,2014,2014/11/28 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
691619.125300001,300760.8414,460,UCFP225,Male,4,"Flaghole Road, 8km south of US27",Vehicular trauma,2014,2014/12/18 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
629795.929499999,228488.5104,461,UCFP226,Male,3,"Collier Blvd, 2.4km south of US41",Vehicular trauma,2014,2014/12/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
693166.3105,209772.5676,462,UCFP227,Male,2,"US41, MM 57, 3.8 km west of the Oasis Visitor Center",Vehicular trauma,2015,2015/12/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
640576.5242,249628.0846,463,UCFP228,Male,2,Golden Gate Blvd/10th St NE,Vehicular trauma,2014,2014/12/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
641944.0174,248756.8948,464,UCFP229,Female,2.5,"16th ST SE, Golden Gate Estates",Vehicular trauma,2014,2014/12/31 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
634141.328499999,241212.3604,465,UCFP230,Female,1.5,I-75 1/2 mile east of west toll booth,Vehicular trauma,2015,2015/01/16 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
657210.948800001,269027.5654,466,UCFP231,Female,1.5,"Immokalee Rd, 250m S of Bethune RD",Vehicular trauma,2015,2015/01/20 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
619463.898800001,286510.9475,467,UCFP232,Male,4,"MM132, I75",Vehicular trauma,2015,2015/01/25 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
642555.387800001,241165.5033,468,UCFP233,Male,5.5,"MM95, I75",Vehicular trauma,2015,2015/01/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
638642.029100001,264914.7166,469,UCFP234,Unknown,4.5,Corkscrew Swamp Sanctuary (skeletal remains),Unknown,2015,2015/01/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
638402.992600001,248132.2177,470,UCFP235,Male,10,Golden Gate Estates,Unknown,2015,2015/02/06 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
686219.1745,275297.002,471,UCFP236,Male,1,"CR846, 1/2 mi south of CR833 intersection",Vehicular trauma,2015,2015/02/15 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
629730.613000002,226964.4615,472,UCFP237,Male,2.5,"CR951, 300 m north of Port au Prince Rd",Vehicular trauma,2015,2015/03/08 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
654459.991700001,265148.5089,473,UCFP238,Male,5,"Immokalee Road, 3.4km west of Camp Keais Rd.",Vehicular trauma,2015,2015/03/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
634479.7544,241179.4126,474,UCFP239,Male,3.5,"I75, 1.1 miles east of tollbooth",Vehicular trauma,2015,2015/04/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664791.683600001,260255.7897,475,UCFP240,Female,1,"SR29, 1.3 mi N. of CR858",Vehicular trauma,2015,2015/04/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
621687.166000001,270234.0013,476,UCFP241,Male, ,"I-75, 0.5 miles S of Exit 123, Corkscrew Road",Vehicular trauma,2015,2015/04/30 00:00:00+00, ,, ,Lee,2025/08/22 19:21:02+00
685525.707400002,292045.3015,477,UCFP242,Female,3,"CR833, 1/4 mi  south of CR832",Vehicular trauma,2015,2015/05/19 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
683354.867400002,210637.8691,478,UCFP243,Male,4,"US 41, BCNP",Vehicular trauma,2015,2015/06/11 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639602.4619,262612.1775,479,UCFP244,Male,1.5,"Immokalee Rd., 0.4 mi south of Wild Turkey Dr.",Vehicular trauma,2015,2015/07/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
626060.8006,287201.4367,480,UCFP245,Male,10.5,"Daniels Pkwy, 1 mi SW of SR82",Vehicular trauma,2015,2015/07/08 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
634891.2425,278311.6956,481,UCFP246,Unknown,14,Lee County Port Authority Mitigation Land,Unknown,2015,2015/07/01 00:00:00+00, ,,Days,Lee,2025/08/22 19:21:02+00
647700.335900001,303325.6568,482,UCFP247,Male,2.5,"SR80, 5 mi west of LaBelle",Vehicular trauma,2015,2015/07/13 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
643538.8178,249728.6104,483,UCFP248,Female,4.5,Golden Gate Blvd (2300 GGBlvd E),Vehicular trauma,2015,2015/07/30 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
671719.757599998,259314.8903,484,UCFP249,Male,4,CR858. 1/4 mi west of County Line Rd,Vehicular trauma,2015,2015/09/22 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
672168.164700001,213099.0093,485,UCFP250,Male,3.5,"US41, just west of Trail Lakes Campground",Vehicular trauma,2015,2015/09/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639525.978799999,224290.4283,486,UCFP251,Female,3,"US 41, west of CR 92",Vehicular trauma,2015,2015/10/08 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
640483.728500001,222723.8577,487,UCFP252,Male,4,CSSP near boat ramp,Other,2015,2015/10/31 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
644259.678399999,264822.7816,488,UCFP254,Male,9,"CR846, just W Everglades Blvd",Vehicular trauma,2015,2015/11/23 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
668247.570799999,289379.0379,489,UCFP255,Female,1,CR832,Vehicular trauma,2015,2015/12/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
645842.430599999,279198.8509,490,UCFP256,Female,2.5,Corkscrew Road,Vehicular trauma,2015,2015/12/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
700279.838199999,284080.5364,491,UCFP257,Male,6,"CR835, 2.5 km S of Dooley Grade Rd",Vehicular trauma,2015,2015/12/16 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
664258.843600001,264897.4449,492,UCFP258,Male,1.5,"SR29, Owl Hammock Curve",Vehicular trauma,2015,2015/12/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
680792.945799999,292232.1136,493,UCFP259,Female,7,CR832. 3 mi west of CR833,Vehicular trauma,2015,2015/12/31 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
647689.857999999,246347.422,494,UCFP260,Male,6,"18th Ave SE, W of Desoto",Unknown,2016,2016/01/03 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
621036.942499999,284516.7884,495,UCFP262,Female,8,"Daniel's Parkway, 1/2 mile east of Treeline Avenue",Vehicular trauma,2016,2016/01/20 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
713471.3114,402893.3994,496,UCFP263,Male,2.5,"Florida Turnpike, south of Ft. Drum Service Plaza. near Yeehaw Junction",Vehicular trauma,2016,2016/01/21 00:00:00+00, ,,Years,Okeechobee,2025/08/22 19:21:02+00
644230.8244,281208.0672,497,UCFP264,Female,4,"SR82, 1.4 km west of Church Rd, Hendry Co. Near Lazy Creek Park",Vehicular trauma,2016,2016/01/30 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
619366.235599998,286543.6803,498,UCFP265,Male,2.5,"I75, 2 km north of Daniel's Parkway",Vehicular trauma,2016,2016/02/02 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
635419.843800001,283685.9569,499,UCFP266,Female,1.5,SR 82 between Jaguar Blvd. and Sparta Ave. Road right of way,Vehicular trauma,2016,2016/02/12 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
644477.244899999,281136.8292,500,UCFP267,Male,5.5,Westbound lane of SR82 a few hundred feet east of Hendry Co. line. SR82,Vehicular trauma,2016,2016/02/15 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
648880.1413,279968.0698,501,UCFP268,Male,4,1.25 mi east of CR850 (Corkscrew Rd) SR82,Vehicular trauma,2016,2016/02/17 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
630745.8413,234774.7861,502,UCFP269,Male,2," 16th hole of one of Lely Golf Course; 193 m west of CR951",Unknown,2016,2016/02/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
708562.2108,248617.686,503,UCFP270,Unknown,3,over hump on west side of L28I road directly adjacent to southern most bridge on canal.,Unknown,2016,2016/03/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
594110.1787,446480.9278,504,UCFP271,Male,3,"Lakeland, approximately one mile from FWC regional office.",Vehicular trauma,2016,2016/03/09 00:00:00+00, ,,Years,Polk,2025/08/22 19:21:02+00
631043.018300001,249344.2102,505,UCFP272,Male,15,"Golden Gate Estates, western end of Golden Gate Blvd; just east of 3815 GG Blvd. On west bound lanes of GG Blvd, approximately 0.3 miles east of the intersection with CR951",Vehicular trauma,2016,2016/03/25 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
639447.094300002,241108.6216,506,UCFP273,Male,1,I-75 near MM96 Hit in southbound (westbound) lanes of the Alley along unfenced area surrounded by Belle Meade.,Vehicular trauma,2016,2016/04/01 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
618602.0876,295094.8629,507,UCFP274,Male,3,I-75 0.6 mi north of SR82 (exit 138),Vehicular trauma,2016,2016/04/06 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
633562.0024,254292.6163,508,UCFP275,Male,3,Immokalee Road 2 miles east of CR951 (Collier Blvd),Vehicular trauma,2016,2016/04/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
624469.795899998,259515.7451,509,UCFP276,Male,4.5,"I75. 0.65 miles south of Bonita Beach Rd exit, Exit 116.  North bound land, east side of roadway.",Vehicular trauma,2016,2016/04/09 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
643352.012200002,249729.1154,510,UCFP277,Male,5.5,"GG Blvd - 650 ft east of 22nd St NE/SE intersection; 200 ft east of canal",Vehicular trauma,2016,2016/04/10 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
641885.861900002,254943.427,511,UCFP278,Male,17,"Randall blvd, 110m east of 16 st NE",Vehicular trauma,2016,2016/04/15 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
621712.480700001,269264.2315,512,UCFP279,Female,3.5,I-75 south bound lanes right at the 122 MM.,Vehicular trauma,2016,2016/04/26 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
695875.926199999,273943.7139,513,UCFP280,Male,1,"on CR833 (Josie Billie Hwy), 735 m north of the intersection with CR835",Vehicular trauma,2016,2016/04/26 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
667911.669799998,295697.305,514,UCFP281,Male,4,"OK slough WMA, 3.5 miles north of Keri Rd on Twin Mills Grade.  Was located in the open 20yds west of grade.",Intraspecific aggression,2016,2016/04/28 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
663906.532200001,215213.4427,515,UCFP282,Male,2.5,SR29 1/4 mile north of US41,Vehicular trauma,2016,2016/05/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664237.770399999,351313.3842,516,UCFP283,Male,2.5,US27 4.5 miles south of SR70,Vehicular trauma,2016,2016/05/26 00:00:00+00, ,,Years,Highlands,2025/08/22 19:21:02+00
657550.674199998,257203.4562,517,UCFP284,Female,6,CR858/Campe Keais Rd intersection,Vehicular trauma,2016,2016/06/16 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
644885.8024,281010.3617,518,UCFP285,Female,3,SR82 half mile west of Church rd,Vehicular trauma,2016,2016/08/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
641809.1226,302864.2135,519,UCFP286,Male,2,"SR80, south side near the Hendry/Lee boundary line",Vehicular trauma,2016,2016/10/10 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
663625.033500001,343395.8924,520,UCFP287,Male,3.5,"US27, just north of intersection of CR731 (Venus).",Vehicular trauma,2016,2016/10/18 00:00:00+00, ,,Years,Highlands,2025/08/22 19:21:02+00
625634.843499999,286641.7711,521,UCFP288,Male,6,Daniels Parkway 2.4km southwest of SR82,Vehicular trauma,2016,2016/10/28 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
643923.4432,249767.9631,522,UCFP289,Female,3,Golden Gate Blvd 1 km west of Everglades Blvd,Vehicular trauma,2016,2016/10/31 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664996.265900001,254483.5161,523,UCFP290,Female, ,"SR29 2.3 miles south of CR858, right at entrance to Sunniland mine.",Vehicular trauma,2016,2016/11/16 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
658132.467599999,290638.7485,524,UCFP291,Male,9,CR832 two miles east of SR29 near entrance to Spirit of the Wild WMA,Vehicular trauma,2016,2016/11/20 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
664773.839299999,260745.571,525,UCFP292,Female,2,SR 29 two miles north of CR858 near entrance to citrus grove,Vehicular trauma,2016,2016/12/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
623798.562800001,285423.5085,526,UCFP293,Female,4,Just south of Daniels Pkwy on road to RSW,Vehicular trauma,2016,2016/12/08 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
622213.888,272336.8298,527,UCFP294,Female,2,Corkscrew Rd 1/4 mile east of Ben Hill Griffin Pkwy,Vehicular trauma,2016,2016/12/09 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
620504.998500001,275036.414,528,UCFP295,Female,4.5,intersection of Ben Hill Griffin Pkwy and FGCU Blvd,Vehicular trauma,2016,2016/12/10 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
677678.5451,292117.386,529,UCFP296,Male,3,"On CR832, 5 miles west of CR833; near Triburton",Vehicular trauma,2017,2017/01/12 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
648370.907400001,250167.0158,530,UCFP299,Female, ,"about 200' south of east end of 2nd Ave NE, east of Desoto Blvd",Unknown,2017,2017/02/23 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
647811.1362,280270.0452,531,UCFP300,Male,5.5,SR82 1/2 mile east of CR850,Vehicular trauma,2017,2017/02/27 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
627855.3473,361602.4545,532,UCFP301,Male,2.75,"NE Four Mile Grade Road 2 miles north of SR70, 12 miles east of Arcadia; extensive orange groves on east side, open cattle ranchlands on west side",Vehicular trauma,2017,2017/02/28 00:00:00+00, ,,Years,DeSoto,2025/08/22 19:21:02+00
644264.418000001,281181.8108,533,UCFP302,Female,2.5,"SR82, 2.8km west of junction with CR850.  Just where new 4 lane section begins.",Vehicular trauma,2017,2017/03/04 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
649124.109099999,279915.8235,534,UCFP303,Female,2,SR 82 1.4 miles east of CR850,Vehicular trauma,2017,2017/03/09 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
661387.250999998,271044.4653,535,UCFP304,Female,4,CR 846 approximately 2 miles east of Immokalee,Vehicular trauma,2017,2017/03/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
700192.074999999,286291.1111,536,UCFP305,Female,1.5,"CR835, 0.37km south of Dooley Grade",Vehicular trauma,2017,2017/04/05 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
633422.425700001,474705.8569,537,UCFP306,Male,2.5,I-4 center median near exit 58,Vehicular trauma,2017,2017/04/13 00:00:00+00, ,,Years,Polk,2025/08/22 19:21:02+00
667438.4771,271322.3828,538,UCFP307,Female,4.5,CR846. 2.6 miles west of CR858 (County Line Rd),Vehicular trauma,2017,2017/04/20 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
676084.120499998,292050.6061,539,UCFP308,Female,3.5,"Keri Rd., CR 832. ",Vehicular trauma,2017,2017/05/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
636184.762499999,252684.8033,540,UCFP309,Male, ,1274 Keri Island Rd.  North side of GG E just S of Immokalee Rd. Carcass was under a bougainvillea bush.,Unknown,2017,2017/06/11 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
674953.593699999,271824.401,541,UCFP310,Male,2.5,Carcass was located on the north side of CR846 where it had been pulled off the road by the individual who hit  (vehicle collision) the animal,Vehicular trauma,2017,2017/06/16 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
633602.357700001,254234.4462,542,UCFP311,Male,5,Immokalee Rd/Richards Rd intersection. 2 miles east of Collier Blvd (CR951).,Vehicular trauma,2017,2017/07/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
630857.054200001,242744.0923,543,UCFP312,Female,2.5,Collier Blvd (CR951). 400 feet north of City Gate Blvd (near BP gas station) by canal.,Vehicular trauma,2017,2017/07/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
644963.955600001,277731.9665,544,UCFP313,Male,2,"CREW Marsh Trails hiking area; Pop Ash Slough Trail",Intraspecific aggression,2017,2017/04/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
646439.9597,304275.6961,545,UCFP314,Male,1.5,"Ft. Denaud Road; 1.2km north of SR80",Vehicular trauma,2017,2017/08/18 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
685884.4802,272709.3203,546,UCFP315,Female,1,"CR846. Rocky Lake curve, directly across from Robert's Ranch Rd",Vehicular trauma,2017,2017/08/24 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
669061.686299998,385775.829,547,UCFP316,Male,3.5,"SR98, north of Lake Istokpoga",Vehicular trauma,2017,2017/09/16 00:00:00+00, ,,Years,Highlands,2025/08/22 19:21:02+00
700246.382300001,284757.4695,548,UCFP317,Female,1.5,CR835.  1 mile south of Dooley Grade.,Vehicular trauma,2017,2017/10/15 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
625518.9362,286519.6733,549,UCFP319,Male,2,"Daniel's Parkway, on the median",Vehicular trauma,2017,2017/11/23 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
664965.245299999,315274.5615,550,UCFP321,Male,2.5,"Private property east of SR29 and north of SR78, 1.3km W-NW of SR78-Ortona Rd intersection.",Intraspecific aggression,2017,2017/12/20 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
710412.041900001,258993.1854,551,UCFP322,Female,3.5,North end of Snake Road approximately 1 mile east of Rotenberger access road.,Vehicular trauma,2018,2018/01/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
634021.067200001,254309.6941,552,UCFP323,Male,1.5,"North side of Immokalee Rd, just west of Wildwood",Vehicular trauma,2018,2018/01/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
650403.394900002,305573.8275,553,UCFP324,Male,2.5,SR80.    1.4 mi west of Cowboy Way,Vehicular trauma,2018,2018/01/30 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
700205.078699999,285633.7284,554,UCFP325,Female,3,"CR835, 1/2 mile south of Dooley Grade Rd",Vehicular trauma,2018,2018/02/02 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
700221.8079,285561.9492,555,UCFP326,Female,0.4,"CR835, 1/2 mile south of Dooley Grade Rd",Vehicular trauma,2018,2018/02/03 00:00:00+00, ,, ,Hendry,2025/08/22 19:21:02+00
657244.190900002,267735.1378,556,UCFP327,Male,4,Immokalee Rd south of Stockade St,Vehicular trauma,2018,2018/02/05 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
653193.259500001,265073.765,557,UCFP328,Female,5.5,2.19km NNW of Ave Maria.  Was 8.8km east of junction with Everglades Blvd,Vehicular trauma,2018,2018/02/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
698241.815699998,309095.5514,558,UCFP329,Male,2,"On US HWY 27, 1.75 km west of Co Rd 720.",Vehicular trauma,2018,2018/02/22 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
665158.766800001,224253.3598,559,UCFP330,Female,5.5,"SR29, Jerome",Vehicular trauma,2018,2018/02/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
667582.5447,271353.9448,560,UCFP331,Female,6,"CR846, 2.5 miles west of County line Road",Vehicular trauma,2018,2018/02/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
646648.400800001,280565.7466,561,UCFP332,Female,3,"SR82, west bound shoulder.  Was located 382 m west of the junction with Corkscrew Rd.",Vehicular trauma,2018,2018/04/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
667617.846900001,241832.1509,562,UCFP333,Male,2.5,I-75 southbound,Vehicular trauma,2018,2018/05/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
685524.346999999,292594.6985,563,UCFP334,Male,9,CR833 0.2km north of CR832,Vehicular trauma,2018,2018/06/20 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
665008.662300002,254507.8752,564,UCFP335,Male,2,SR29 3.7 km south of CR858,Vehicular trauma,2018,2018/06/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
620587.211800002,242628.4247,565,UCFP336,Female,2, ,Unknown,2018,2018/08/28 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
683139.9353,292320.2026,566,UCFP337,Female,5,"County Road 832, 2.4km west of the junction with CR833",Vehicular trauma,2018,2018/08/25 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
